id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
11102710,https://www.airbnb.com/rooms/11102710,20231218032538,2023-12-18,previous scrape,Rental unit in Ottawa · ★4.95 · 3 bedrooms · 3 beds · 1 bath,,"Quiet family neighbourhood within walking distance of downtown, the Byward Market and many major attractions.",https://a0.muscache.com/pictures/58208e5c-bc9a-4e95-b0c7-6f104950087b.jpg,57665476,https://www.airbnb.com/users/show/57665476,Allison,2016-02-06,"Ottawa, Canada","I set up my apartments by putting myself in my guests' shoes: what would I need if I was away from home and sharing space with family, friends or work colleagues? Beyond what I would need, what little extras would make my stay perfect?
I aspire to exceed my guests' expectations every time.
I'm a long-time runner and would be happy to provide a selection 5-15 km running routes. I’m taking time off running right now, otherwise I’d be guide. ",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/a5cfd0de-fa2a-468a-98ca-2333baa7d9d7.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a5cfd0de-fa2a-468a-98ca-2333baa7d9d7.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,"Ottawa, Ontario, Canada",Rideau-Vanier,,45.43389,-75.67976,Entire rental unit,Entire home/apt,6,,1 bath,,3,[],,30,100,30,30,1125,1125,30.0,1125.0,,,0,0,0,0,2023-12-18,88,0,0,2016-05-23,2020-04-02,4.95,4.98,4.98,5.0,4.98,4.86,4.95,,f,2,2,0,0,0.95
11117632,https://www.airbnb.com/rooms/11117632,20231218032538,2023-12-18,city scrape,Townhouse in Ottawa · ★5.0 · 3 bedrooms · 3 beds · 1.5 baths,,"Barrhaven is a rapidly growing suburban neighborhood in the southwest suburbs of Ottawa.  A great place to settle down and relax with family.  Numerous parks and playgrounds and home to the Walter Baker Sports centre which contains a library and other facilities like a pool, gym ect.",https://a0.muscache.com/pictures/4b143f70-5608-402a-9994-196af7428ef7.jpg,57414739,https://www.airbnb.com/users/show/57414739,Patrick,2016-02-04,"Dollard-Des Ormeaux, Canada",I am a young Entrepreneur who loves to travel and look for new business opportunities all over the world.  ,within a day,100%,N/A,f,https://a0.muscache.com/im/pictures/user/49190444-b301-4511-991e-e98c973057f2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/49190444-b301-4511-991e-e98c973057f2.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Ottawa, Ontario, Canada",Barrhaven,,45.28044,-75.75415,Entire townhouse,Entire home/apt,6,,1.5 baths,,3,[],$200.00,180,365,180,180,1125,1125,180.0,1125.0,,t,30,60,90,365,2023-12-18,12,0,0,2021-12-04,2022-03-31,5.0,4.75,4.92,4.92,5.0,4.75,4.67,,f,1,1,0,0,0.48
11144362,https://www.airbnb.com/rooms/11144362,20231218032538,2023-12-18,previous scrape,Rental unit in Ottawa · ★4.71 · 1 bedroom · 1 bed · 1 shared bath,,,https://a0.muscache.com/pictures/7f843c23-7527-4a59-82b1-d6e0a771bc15.jpg,57919726,https://www.airbnb.com/users/show/57919726,Raya,2016-02-08,"Ottawa, Canada","",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/ac35a461-f666-4c17-bb96-913ecf1a08dc.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ac35a461-f666-4c17-bb96-913ecf1a08dc.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,,Rideau-Vanier,,45.43306,-75.69347,Private room in rental unit,Private room,2,,1 shared bath,,1,[],,30,30,30,30,30,30,30.0,30.0,,,0,0,0,0,2023-12-18,62,0,0,2016-02-14,2016-09-21,4.71,4.8,4.87,4.77,4.92,4.87,4.87,,f,1,0,1,0,0.65
11301534,https://www.airbnb.com/rooms/11301534,20231218032538,2023-12-18,city scrape,Guest suite in Ottawa · ★4.91 · 1 bedroom · 1 bed · 1 bath,,"Alta Vista is a quiet residential neighbourhood with houses built in the 60’s on larger lots. It has lots of mature trees and parks and plenty of birdlife, but no nightlife!",https://a0.muscache.com/pictures/miso/Hosting-11301534/original/0ec9ccef-2365-48b7-b479-ffeabc187117.png,59021474,https://www.airbnb.com/users/show/59021474,Lesley,2016-02-16,"Ottawa, Canada","Hello I love to travel and I love to host people from all over the world. I work in a health care profession and enjoy an active lifestyle, gardening, reading and the arts. ",within a few hours,100%,96%,t,https://a0.muscache.com/im/pictures/user/3b72af28-2155-49ae-899b-c71997a013f5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/3b72af28-2155-49ae-899b-c71997a013f5.jpg?aki_policy=profile_x_medium,Alta Vista,2,3,"['email', 'phone']",t,t,"Ottawa, Ontario, Canada",Alta Vista,,45.39579,-75.66444,Entire guest suite,Entire home/apt,1,,1 bath,,1,[],$90.00,7,90,6,7,1125,1125,7.0,1125.0,,t,4,4,19,198,2023-12-18,46,17,1,2020-09-11,2023-12-02,4.91,4.91,4.83,4.93,4.98,4.87,4.89,STR-827-384,f,2,1,1,0,1.16
11454089,https://www.airbnb.com/rooms/11454089,20231218032538,2023-12-18,previous scrape,Home in Ottawa · 1 bedroom · 2 beds · 1 shared bath,,,https://a0.muscache.com/pictures/442538e9-3c6f-47b4-a608-10feaa0782cf.jpg,59055992,https://www.airbnb.com/users/show/59055992,Danielle,2016-02-16,"Ottawa, Canada","",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/fd0ff20c-3abe-4545-83fa-cdebc00f01a0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fd0ff20c-3abe-4545-83fa-cdebc00f01a0.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Rideau-Rockcliffe,,45.42591,-75.66196,Private room in home,Private room,1,,1 shared bath,,2,[],$60.00,30,1125,30,30,1125,1125,30.0,1125.0,,f,0,0,0,0,2023-12-18,1,0,0,2018-05-20,2018-05-20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,f,1,0,1,0,0.01
11461558,https://www.airbnb.com/rooms/11461558,20231218032538,2023-12-18,city scrape,Condo in Ottawa · ★4.94 · 1 bedroom · 2 beds · 1.5 baths,,Park just down the street!<br />Metro and bank within walking distance<br />Walmart and other shops nearby!,https://a0.muscache.com/pictures/f5bf5869-cfa6-49fe-b4b7-cb3ad3f9581b.jpg,43301214,https://www.airbnb.com/users/show/43301214,Joyce,2015-09-03,"Ottawa, Canada","Fun loving individual who loves  to read and also likes to bicycle!
Have 9 grandchildren and I great grandchild!!
Had international students in my home!!
I very much enjoy meeting and speaking with new people!
Retired nurse who still likes to read medical  books and (Hidden by Airbnb) web sites to get  health and medical information.
Really  enjoy being an airbnb host as it is so interesting meeting new people and learning  about  their life!",within an hour,100%,85%,t,https://a0.muscache.com/im/pictures/user/6e6b47d6-cede-4aa8-9ac8-278208a2ed4f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6e6b47d6-cede-4aa8-9ac8-278208a2ed4f.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,"Ottawa, Ontario, Canada",Gloucester-South Nepean,,45.27068,-75.72733,Private room in condo,Private room,2,,1.5 baths,,2,[],$70.00,2,30,2,2,30,30,2.0,30.0,,t,0,6,15,60,2023-12-18,90,9,0,2016-07-22,2023-06-25,4.94,4.93,4.99,4.98,4.96,4.84,4.95,STR-826-128,f,1,0,1,0,1.00
11480180,https://www.airbnb.com/rooms/11480180,20231218032538,2023-12-18,city scrape,Rental unit in Ottawa · ★4.68 · 1 bedroom · 1 bed · 1 bath,,"We live in a diverse family friendly area in a older neighbourhood conveniently located  but still quiet and quaint. <br />There are lots of conveniences around like grocery stores, st. Laurent shopping mall, hospitals and parking. Plus, we are only 5 kilometres from parliament hill and  downtown. <br />We have lots of parks  and the Rideau river nearby with a multi use pathway.",https://a0.muscache.com/pictures/8bdb766e-54b0-45b8-95d3-b06ff0c8f84b.jpg,60419814,https://www.airbnb.com/users/show/60419814,Rheanne,2016-02-25,"Ottawa, Canada","We have a super cute basement apartment suite. It's all decked out. Laundry, free parking, full kitchen, private entrance, wifi and pets are welcome.",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/fd9977be-ca07-4228-9ac4-cf243f84c97f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fd9977be-ca07-4228-9ac4-cf243f84c97f.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Ottawa, Ontario, Canada",Rideau-Rockcliffe,,45.42563,-75.65453,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$65.00,30,1125,30,30,1125,1125,30.0,1125.0,,t,0,0,0,227,2023-12-18,135,7,0,2016-03-07,2023-10-30,4.68,4.83,4.76,4.96,4.95,4.79,4.72,,f,1,1,0,0,1.42
11488432,https://www.airbnb.com/rooms/11488432,20231218032538,2023-12-18,city scrape,Rental unit in Ottawa · ★4.69 · 1 bedroom · 1 bed · 1 bath,,"Centretown is a leafy residential district with a busy commercial core of clothing stores, brunch spots and lively Irish pubs on Elgin and Bank street. The Rideau Canal is popular for its waterside trail and becomes an ice-skating rink in winter, while Dundonald and Jack Purcell parks are dotted with monuments and public artwork. The Canadian Museum of Nature has exhibits on Arctic fossils and polar bears.",https://a0.muscache.com/pictures/ebdb30c8-73cb-4cc3-a872-57b83f4da94e.jpg,7354245,https://www.airbnb.com/users/show/7354245,Lisa,2013-07-08,"Ontario, Canada","I love to travel and really enjoy meeting new people and learning about different cultures. I am morally aligned with the AIRBNB vision of helping you discover amazing places while you travel within the comforts of home.

I have been an Airbnb host now for over five years. I love interacting with my guests and ensuring they're happy in their space. 

I'm non-smoking, responsible, clean and very respectful of other peoples property.

",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/b5d742b5-c0ed-450a-8b75-3a18c615a4ba.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b5d742b5-c0ed-450a-8b75-3a18c615a4ba.jpg?aki_policy=profile_x_medium,Overbrook,37,142,"['email', 'phone']",t,t,"Ottawa, Ontario, Canada",Somerset,,45.41051,-75.69657,Entire rental unit,Entire home/apt,3,,1 bath,,1,[],$116.00,90,999,90,90,1125,1125,90.0,1125.0,,t,30,60,90,365,2023-12-18,74,0,0,2016-03-18,2021-12-24,4.69,4.84,4.68,4.86,4.86,4.84,4.68,,f,26,26,0,0,0.78
11515667,https://www.airbnb.com/rooms/11515667,20231218032538,2023-12-18,city scrape,Home in Ottawa · ★4.73 · 1 bedroom · 1 bed · 2 shared baths,,"Great, quiet, safe, mature residential neighbourhood within walking distance to amenities, good public transit to downtown, Centretown, West or East Ottawa.",https://a0.muscache.com/pictures/61edfb5e-87de-496e-b834-029280424495.jpg,3201295,https://www.airbnb.com/users/show/3201295,Greg And Valerie,2012-08-08,"Ottawa, Canada","Hi! I'm Greg, Calgary born and happily transplanted to Ottawa. Educated and employed as an Economist,  I am also a trained Heritage Carpenter.  Owning and maintaining real estate is a passion of mine.  Giving back to the community is important to me and our business is a ""Champion of Hope"" financial donor for a local men's shelter in Ottawa, Ontario. 

Hi! I'm Valerie, and have been living in Ottawa for most of my life. My professional background is international development with a focus on finance and project management. I have toured the world - 200 cities in 61 countries - and I love to explore, travel, eat, cook and read.  My very first trip was to Haiti and my latest expedition was a fabulous  South African safari.  I am also a Personal Travel Designer and I love both five star journeys and budget backpacking.  My favourite poem is Invictus,  and I would describe myself as lucky, blessed, happy, a foodie, an early adopter, endlessly curious,  the wife of Greg and the mother of two fabulous daughters - who are global citizens.  

We feel very fortunate to be able to host so many wonderful guests in Ottawa. 

Cheers and hope to see you soon! 
Greg and Valerie 



 

",within a few hours,100%,92%,f,https://a0.muscache.com/im/users/3201295/profile_pic/1422556870/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3201295/profile_pic/1422556870/original.jpg?aki_policy=profile_x_medium,Braemar Park - Bel Air Heights - Copeland Park,7,8,"['email', 'phone', 'work_email']",t,t,"Ottawa, Ontario, Canada",College,,45.36032956889715,-75.74763617983916,Private room in home,Private room,1,,2 shared baths,,1,[],$32.00,60,1125,60,60,1125,1125,60.0,1125.0,,t,0,0,0,267,2023-12-18,11,2,0,2016-04-11,2023-08-19,4.73,4.64,4.45,4.64,4.91,4.45,4.27,,f,7,3,4,0,0.12
11660511,https://www.airbnb.com/rooms/11660511,20231218032538,2023-12-18,city scrape,Townhouse in Ottawa · 3 bedrooms · 3 beds · 3 baths,,The neighbourhood is safe and quiet.,https://a0.muscache.com/pictures/cae195a7-86fd-4a85-9241-57a3b392ff1e.jpg,26896825,https://www.airbnb.com/users/show/26896825,Martin,2015-01-29,"Ottawa, Canada","",N/A,N/A,N/A,f,https://a0.muscache.com/im/users/26896825/profile_pic/1433900344/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/26896825/profile_pic/1433900344/original.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,"Ottawa, Ontario, Canada",Barrhaven,,45.26469,-75.77556,Entire townhouse,Entire home/apt,4,,3 baths,,3,[],$500.00,30,1125,30,30,1125,1125,30.0,1125.0,,t,23,53,83,358,2023-12-18,0,0,0,,,,,,,,,,,f,1,1,0,0,
11901539,https://www.airbnb.com/rooms/11901539,20231218032538,2023-12-18,city scrape,Rental unit in Ottawa · ★4.21 · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/6c47cdee-4377-42ff-adc6-0606f8b2e995.jpg,27160383,https://www.airbnb.com/users/show/27160383,Puran,2015-02-03,"Ottawa, Canada","",N/A,N/A,0%,f,https://a0.muscache.com/im/pictures/user/349b6257-83ff-4ffc-9d8d-226e713c7e93.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/349b6257-83ff-4ffc-9d8d-226e713c7e93.jpg?aki_policy=profile_x_medium,,1,3,"['email', 'phone']",t,t,,Rideau-Vanier,,45.4301,-75.68721,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$65.00,90,1125,90,90,1125,1125,90.0,1125.0,,t,0,0,0,56,2023-12-18,19,0,0,2016-04-26,2018-12-06,4.21,4.63,4.16,4.61,4.22,4.83,4.44,,f,1,1,0,0,0.20
11902153,https://www.airbnb.com/rooms/11902153,20231218032538,2023-12-18,city scrape,Home in Ottawa · ★4.63 · 4 bedrooms · 7 beds · 2 baths,,"The Neighborhood<br />The home is located close to the Ottawa River. It is absolutely stunning in the autumn, surrounded by three acres of maple forest, <br />The Camelot Golf & Country Club is nearby, 2 minutes away<br />4 Mins drive to Princess Louise Falls, free parking in Brook Ridge, there is Taylor Greek , a lot of trail for walking.<br />6 minutes away from Petrie Island Park<br />7 minutes from Place D’Orleans (Ottawa’s premier shopping destination with 180 stores)<br />6 minutes from Innes Road (grocery, wine store, banks, etc.) <br />13 minutes to Richcraft Sensplex, 811 Shefford Rd, Gloucester, ON K1J 8H9<br />15 minutes from the University of Ottawa <br />15 minutes from Rockland Golf & Country Club<br />20 minutes to downtown Ottawa, Parliament, museums and the Rideau Centre.",https://a0.muscache.com/pictures/prohost-api/Hosting-11902153/original/a11d1fa9-8818-4262-8432-14359c80dc48.jpeg,18292018,https://www.airbnb.com/users/show/18292018,Lily,2015-04-22,"Ottawa, Canada","I work in IT field.  My husband Bin is an excellent real estate agent specializing in real estate investment and is a very experienced investor.
We are offering 3 condo luxury units  in downtown Ottawa minimum 6 months, 2 units ( one 3 bedroom + one 2 bedroom) listings in a triplex building.  One vacation country house units in east Ottawa. One exotic estate house with indoor swimming pool with 6 sky windows, dry sauna, massage chair, bar area, equipped private gym  room, and outdoor self build unique gazebo, self built agriculture experimental farm outlook tree deck, whole lawn watered via irrigation system, flower beds and much more:)
One luxury 3 bedroom condo for short term and one luxury 2 bedroom for long term in Florida.
One 2 bedroom luxury condo listing  and one 1 bedroom condo listing  in Toronto, Canada.

Either if you are looking for daily or monthly rentals  or buying properties in Ottawa, Toronto, Bin can surely help you too:)

As for me, I like reading, regular exercises, swimming, site seeing, and Airbnbing:)
Also like organic food:)  Learning from a nutritionist on whole plant  based food and online life style medicine.  Maintain the gifted wellbeing:) 

Love classic music:)

Love watching heart touching movies:)

Life motto: get harmonized with nature and keep the wonderful wellbeing!

Bin loves swimming and provides home away home for people who are traveling:)
During university, Bin used to be a national gymnastic athlete. After an accident, he changed to professional boxer.  Very well trained and fit.  
He loves buying and selling.  He is a born business man.  
In my eyes, he is still handsome and fit as 30 years ago:)

We thrive to offer the best service for you! 

Lily

",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/a2b00b77-f8a2-48e6-825b-7b1e92f19146.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a2b00b77-f8a2-48e6-825b-7b1e92f19146.jpg?aki_policy=profile_x_medium,Forest Hill,8,24,"['email', 'phone', 'work_email']",t,t,"Ottawa, Ontario, Canada",Cumberland,,45.50505,-75.45384,Entire home,Entire home/apt,8,,2 baths,,7,[],$251.00,1,365,1,2,1125,1125,1.8,1125.0,,t,21,38,58,327,2023-12-18,163,39,2,2016-05-29,2023-11-26,4.63,4.71,4.59,4.87,4.79,4.78,4.65,STR-825-978,t,5,5,0,0,1.77
12085004,https://www.airbnb.com/rooms/12085004,20231218032538,2023-12-18,city scrape,Home in Ottawa · ★4.73 · 3 bedrooms · 4 beds · 2 baths,,"A quite community, clean and safe.  Restaurants and convenient stores nearby.",https://a0.muscache.com/pictures/d379f44b-ef55-4e26-83cf-7f96e7af6dc4.jpg,64771605,https://www.airbnb.com/users/show/64771605,Julie,2016-03-28,"Ottawa, Canada","",N/A,N/A,100%,f,https://a0.muscache.com/im/pictures/user/7cd82d1c-47d3-4792-a0f9-2e38004cee93.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7cd82d1c-47d3-4792-a0f9-2e38004cee93.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Ottawa, Ontario, Canada",West Carleton-March,,45.49882,-76.07643,Entire home,Entire home/apt,6,,2 baths,,4,[],$325.00,5,1125,3,5,1125,1125,4.0,1125.0,,t,29,59,89,317,2023-12-18,41,3,0,2016-07-10,2023-08-18,4.73,4.9,4.61,4.97,4.98,4.92,4.64,STR-824-135,f,1,1,0,0,0.45
12233000,https://www.airbnb.com/rooms/12233000,20231218032538,2023-12-18,previous scrape,Home in Ottawa · ★5.0 · 3 bedrooms · 2 beds · 2.5 baths,,"Southkey shopping area:<br />Supermarket: Walmart, loblaws, staples, metro, marshall etc<br />Restaurant: Montanas, shawarma, The work, Beijing Legend, subway timhortons, mcdonalds, sharama, pho, harves, wendys, tokyo sushi etc",https://a0.muscache.com/pictures/55624c8d-f8ab-43a3-a9dd-c63f1d519b6b.jpg,24498814,https://www.airbnb.com/users/show/24498814,Mengyu,2014-12-04,"Ottawa, Canada","I'm Carleton university 4th year student, my roommate is leaving for summer and the master room and another room are available. ",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/1106008f-e775-4840-8257-ccad7d10e446.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/1106008f-e775-4840-8257-ccad7d10e446.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Ottawa, Ontario, Canada",Gloucester-Southgate,,45.34843,-75.65102,Private room in home,Private room,2,,2.5 baths,,2,[],$60.00,300,300,300,300,1125,1125,300.0,1125.0,,t,29,59,89,179,2023-12-18,3,0,0,2017-07-19,2017-09-05,5.0,5.0,5.0,5.0,5.0,5.0,4.67,,f,1,0,1,0,0.04
12272235,https://www.airbnb.com/rooms/12272235,20231218032538,2023-12-18,city scrape,Home in Ottawa · ★4.79 · 1 bedroom · 1 bed · 1.5 shared baths,,"The ByWard Market area is Ottawa's oldest neighbourhood, centrally located, home to the restaurant and bar district, easy walk to Parliament, uOttawa, the Rideau Canal and much more.",https://a0.muscache.com/pictures/21c8b757-9ccb-46d2-8b24-4fb769fb5d14.jpg,3582571,https://www.airbnb.com/users/show/3582571,Maree And Geoff,2012-09-16,"Ottawa, Canada","Geoff and I have lived in our heritage home for 30 years.  Now with our children grown and gone we love to keep our extra rooms full with guests from all over the world.  We live right in the centre of the city but yet in a quiet residential area.  You can walk to all the major attractions in the city as well as uOttawa, many embassies and if you like nightlife, just blocks away.  We have a precocious little Welsh Terrier, Wally, who really runs our house!  If you are looking for a family home in the heart of things then we are the place for you.  Meals are included for our long term guests but can also be provided for an extra fee to short term guests.",within an hour,100%,63%,t,https://a0.muscache.com/im/pictures/user/c0b968e8-0e97-4b7e-865b-bf519ff74dc3.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c0b968e8-0e97-4b7e-865b-bf519ff74dc3.jpg?aki_policy=profile_x_medium,,3,4,"['email', 'phone']",t,t,"Ottawa, Ontario, Canada",Rideau-Vanier,,45.43649,-75.69157,Private room in home,Private room,1,,1.5 shared baths,,1,[],$46.00,30,1125,30,30,1125,1125,30.0,1125.0,,t,0,0,0,230,2023-12-18,19,1,0,2016-07-01,2023-07-18,4.79,4.74,4.79,4.89,4.89,4.84,4.68,,f,3,0,3,0,0.21
12285950,https://www.airbnb.com/rooms/12285950,20231218032538,2023-12-18,city scrape,Rental unit in Ottawa · 4 bedrooms · 4 beds · 1 bath,,,https://a0.muscache.com/pictures/a3086977-856f-4153-b968-77f214645c7d.jpg,64762834,https://www.airbnb.com/users/show/64762834,Lisa,2016-03-28,"Gatineau, Canada","",within a few hours,100%,63%,f,https://a0.muscache.com/im/pictures/user/b08b62e5-69a6-4e54-bd63-7c1f672d35e4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b08b62e5-69a6-4e54-bd63-7c1f672d35e4.jpg?aki_policy=profile_x_medium,,6,6,"['email', 'phone']",t,t,,Rideau-Vanier,,45.44026,-75.66657,Entire rental unit,Entire home/apt,6,,1 bath,,4,[],$123.00,30,125,30,30,125,125,30.0,125.0,,t,0,0,0,107,2023-12-18,0,0,0,,,,,,,,,,,f,6,6,0,0,
12293698,https://www.airbnb.com/rooms/12293698,20231218032538,2023-12-18,city scrape,Home in Ottawa · ★4.56 · 5 bedrooms · 7 beds · 2.5 baths,,"The house is located on a crescent street with very low car traffic in a quiet  neighbourhood, lots of trees and parks around. The location is ideal to get the perfect rest while still being only 10 minutes from the downtown core. <br />The house is 2 minutes away from the highway ramp (Hunt Club) that can lead to anywhere in Ottawa within minutes. <br />2 minutes walk from a cycling and walking trail<br />5-10 minutes walking distance to two gas stations/Convenient stores, Tim Hortons, A&W, Subway. <br />10 minutes walk to Calzavara family Park<br />20-25 minutes walking distance to Lorry Greenberg plaza which includes Max milk, The Conroy Pub, Libnan bakery, Beneci Pizzeria and a tanning studio.",https://a0.muscache.com/pictures/8d907a9d-bf53-454b-8380-a57a480b9174.jpg,45561999,https://www.airbnb.com/users/show/45561999,Alex,2015-10-02,"Montreal, Canada",Welcoming host ,N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/cdfafc20-6c88-46e9-9755-a6e8a30ad0bc.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cdfafc20-6c88-46e9-9755-a6e8a30ad0bc.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Ottawa, Ontario, Canada",Gloucester-Southgate,,45.37616,-75.60035,Entire home,Entire home/apt,12,,2.5 baths,,7,[],$204.00,30,1125,30,30,1125,1125,30.0,1125.0,,t,24,54,84,359,2023-12-18,455,9,0,2016-04-17,2023-09-24,4.56,4.63,4.54,4.89,4.81,4.64,4.6,Exempt,f,1,1,0,0,4.87
12319272,https://www.airbnb.com/rooms/12319272,20231218032538,2023-12-18,previous scrape,Home in Ottawa · ★4.79 · 1 bedroom · 1 bed · 1 bath,,Our neigbourhood is filled with parks and paths. Walking distance to restaurants and transit.,https://a0.muscache.com/pictures/03bacb10-ab60-44b5-ae86-80a0444f39c3.jpg,17772554,https://www.airbnb.com/users/show/17772554,Erica,2014-07-07,"Ottawa, Canada","We love to travel and meet new people.  We enjoy touring any new city while also never forgetting to appreciate what our home town has to offer.
We love nature; camping, bikes, hikes and walks
We love boating, from a canoe to our cruiser; whether it's in our own backyard waterways or trailoring to new adventures
We are always on the move but love coming home to sip a nice glass of wine to watch the world go by. ",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/66b63d09-d891-4b4b-ab4a-aaf9839f1a70.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/66b63d09-d891-4b4b-ab4a-aaf9839f1a70.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'work_email']",t,t,"Ottawa, Ontario, Canada",Bay,,45.35297,-75.79297,Private room in home,Private room,2,,1 bath,,1,[],,30,1125,30,30,1125,1125,30.0,1125.0,,,0,0,0,0,2023-12-18,39,0,0,2016-05-16,2018-01-06,4.79,4.92,4.92,4.89,4.97,4.47,4.76,,f,1,0,1,0,0.42
12354359,https://www.airbnb.com/rooms/12354359,20231218032538,2023-12-18,city scrape,Home in Ottawa · ★4.90 · 3 bedrooms · 3 beds · 1.5 shared baths,,The house is located in the prestigious quiet neighbour of Rothwell Heights on a 1/3 acre lot totally surrounded by trees and Lilac  bushes.,https://a0.muscache.com/pictures/miso/Hosting-12354359/original/c0ca9af0-00d5-45fe-88c5-4df14c68efc5.jpeg,28278044,https://www.airbnb.com/users/show/28278044,Dragan,2015-02-24,"Ottawa, Canada",Retired mathematics high school teacher who speaks english.,within an hour,100%,68%,t,https://a0.muscache.com/im/users/28278044/profile_pic/1424789913/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/28278044/profile_pic/1424789913/original.jpg?aki_policy=profile_x_medium,,3,4,"['email', 'phone']",t,t,"Ottawa, Ontario, Canada",Beacon Hill-Cyrville,,45.45227,-75.61762,Private room in home,Private room,6,,1.5 shared baths,,3,[],$79.00,1,7,1,1,7,7,1.0,7.0,,t,25,55,85,85,2023-12-18,126,12,2,2016-05-17,2023-11-26,4.9,4.88,4.96,4.96,4.94,4.85,4.89,STR-826-211,f,3,0,3,0,1.36
